
COUNTRY,CITY,SALES,DATE
India,Chennai,36792,2022-04-07 9:30
United States,Houston,9639,2022-06-23 05:15
Italy,Rome,66816,2022-05-18 02:33
United States,Philadelphia,52140,2022-06-23 05:15
Germany,Koeln,21528,2022-04-07 9:30
Brazil,Fortaleza,8832,2022-05-18 02:33
China,Beijing,28079,2022-06-23 05:15
Germany,Frankfurt am Main,47880,2022-04-07 9:30
Italy,Milan,15200,2022-05-18 02:33
United States,San Jose,32338,2022-04-07 9:30
Japan,Osaka,7410,2022-06-23 05:15
South Korea,Seoul,14070,2022-01-23 10:33
France,Nantes,3615,2022-05-18 02:33
France,Nice,8688,2022-01-23 10:33
Japan,Tokyo,9844,2022-01-23 10:33
Brazil,Fortaleza,15603,2022-06-23 05:15
Japan,Sapporo,97400,2022-04-07 9:30
Italy,Naples,21208,2022-04-07 9:30
China,Shanghai,78667,2022-04-07 9:30
India,Kolkata,14640,2022-05-18 02:33
China,Beijing,695,2022-06-23 05:15
Japan,Tokyo,804,2022-06-23 05:15
Italy,Naples,10672,2022-06-23 05:15
India,Mumbai,42295,2022-01-23 10:33
Italy,Turin,18940,2022-01-23 10:33
China,Shanghai,15019,2022-04-07 9:30
Mexico,Puebla,34075,2022-05-18 02:33
United States,San Jose,22134,2022-01-23 10:33
Germany,Koeln,8668,2022-01-23 10:33
Germany,Koeln,19968,2022-06-23 05:15
South Korea,Daegu,13575,2022-06-23 05:15
India,Mumbai,51921,2022-04-07 9:30
Mexico,Mexico City,64428,2022-06-23 05:15
China,Guangzhou,10672,2022-01-23 10:33
Brazil,Sao Paulo,1656,2022-04-07 9:30
South Korea,Daegu,78710,2022-04-07 9:30
Japan,Osaka,3068,2022-01-23 10:33
Mexico,Mexico City,26,2022-04-07 9:30
United States,Undefined,12586,2022-05-18 02:33
Brazil,Fortaleza,22386,2022-01-23 10:33
South Korea,Seoul,31752,2022-04-07 9:30
France,Toulouse,36344,2022-01-23 10:33
Germany,Munich,16896,2022-05-18 02:33
Mexico,Mexico City,7344,2022-05-18 02:33
United States,San Jose,12019,2022-01-23 10:33
United States,San Jose,41613,2022-05-18 02:33
France,Nantes,40257,2022-01-23 10:33
China,Guangzhou,40752,2022-04-07 9:30
United States,San Jose,26376,2022-05-18 02:33
United States,San Jose,48125,2022-04-07 9:30
United States,"",60,2022-01-23 10:33
Japan,Sapporo,38744,2022-05-18 02:33
Italy,Turin,8046,2022-05-18 02:33
Germany,Berlin,67200,2022-01-23 10:33
Germany,Frankfurt am Main,19722,2022-04-07 9:30
South Korea,Busan,4015,2022-05-18 02:33
Italy,Rome,29791,2022-05-18 02:33
United States,Los Angeles,18232,2022-05-18 02:33
France,Paris,56848,2022-01-23 10:33
India,Kolkata,832,2022-06-23 05:15
India,Bengaluru,48548,2022-01-23 10:33
Brazil,Belo Horizonte,2223,2022-05-18 02:33
Mexico,Guadalajara,24519,2022-05-18 02:33
Japan,Tokyo,2470,2022-06-23 05:15
France,Toulouse,25248,2022-01-23 10:33
Mexico,Ecatepec de Morelos,17085,2022-01-23 10:33
China,Shanghai,660,2022-05-18 02:33
Japan,Tokyo,83412,2022-06-23 05:15
South Korea,Busan,36662,2022-01-23 10:33
France,Nice,7040,2022-01-23 10:33
Brazil,Sao Paulo,25141,2022-06-23 05:15
Japan,Tokyo,37056,2022-04-07 9:30
South Korea,Seoul,15264,2022-04-07 9:30
Germany,Munich,14388,2022-06-23 05:15
China,Guangzhou,59268,2022-01-23 10:33
Japan,Sapporo,4743,2022-05-18 02:33
United States,San Jose,64560,2022-04-07 9:30
China,Shanghai,4944,2022-06-23 05:15
China,Tianjin,2082,2022-04-07 9:30
Brazil,Sao Paulo,10092,2022-01-23 10:33
United States,Los Angeles,31570,2022-06-23 05:15
Germany,Munich,1890,2022-05-18 02:33
China,Beijing,34400,2022-01-23 10:33
Brazil,Belo Horizonte,9065,2022-01-23 10:33
China,Beijing,24426,2022-06-23 05:15
United States,Los Angeles,5592,2022-01-23 10:33
India,Kolkata,42540,2022-01-23 10:33
France,Paris,41106,2022-04-07 9:30
United States,San Francisco,13650,2022-01-23 10:33
India,Bengaluru,3864,2022-06-23 05:15
United States,Houston,18445,2022-05-18 02:33
Mexico,Mexico City,3431,2022-01-23 10:33
India,Delhi,24462,2022-01-23 10:33
China,Beijing,86,2022-01-23 10:33
Japan,Sapporo,1260,2022-04-07 9:30
South Korea,Busan,964,2022-06-23 05:15
India,Chennai,77273,2022-04-07 9:30
Germany,Hamburg,24304,2022-05-18 02:33
United States,New York City,39360,2022-05-18 02:33
United States,New York City,2000,2022-06-23 05:15
Germany,Munich,6279,2022-04-07 9:30
France,Toulouse,32922,2022-06-23 05:15
India,Delhi,66248,2022-01-23 10:33
China,Tianjin,16120,2022-06-23 05:15
India,Mumbai,4025,2022-01-23 10:33
Mexico,Iztapalapa,38376,2022-01-23 10:33
South Korea,Seoul,3432,2022-05-18 02:33
Brazil,Sao Paulo,14516,2022-04-07 9:30
South Korea,Daegu,446,2022-05-18 02:33
Japan,Sapporo,15768,2022-06-23 05:15
France,Nice,7101,2022-06-23 05:15
Italy,Rome,5516,2022-04-07 9:30
Japan,Sapporo,10650,2022-05-18 02:33
United States,San Jose,14013,2022-04-07 9:30
Brazil,Brasilia,5628,2022-06-23 05:15
India,Bengaluru,96432,2022-04-07 9:30
India,Kolkata,21840,2022-05-18 02:33
France,Nice,20020,2022-05-18 02:33
China,Beijing,42826,2022-06-23 05:15
United States,Los Angeles,11917,2022-04-07 9:30
Germany,Berlin,3008,2022-04-07 9:30
Brazil,Sao Paulo,21450,2022-01-23 10:33
Japan,Osaka,49700,2022-06-23 05:15
Germany,Koeln,22618,2022-04-07 9:30
South Korea,Daegu,9690,2022-04-07 9:30
South Korea,Seoul,3726,2022-05-18 02:33
Brazil,Belo Horizonte,7200,2022-06-23 05:15
United States,Chicago,34310,2022-04-07 9:30
Japan,Sapporo,404,2022-06-23 05:15
Italy,Turin,8442,2022-06-23 05:15
France,Toulouse,50107,2022-05-18 02:33
Mexico,Guadalajara,37400,2022-06-23 05:15
India,Chennai,27022,2022-04-07 9:30
South Korea,Seoul,1100,2022-05-18 02:33
France,Nice,18144,2022-04-07 9:30
Brazil,Belo Horizonte,3740,2022-06-23 05:15
Germany,Frankfurt am Main,61810,2022-05-18 02:33
South Korea,Seoul,35040,2022-04-07 9:30
Japan,Osaka,16644,2022-05-18 02:33
Brazil,Belo Horizonte,10980,2022-05-18 02:33
United States,San Jose,7502,2022-01-23 10:33
France,Lyon,8606,2022-01-23 10:33
Italy,Naples,22944,2022-05-18 02:33
India,Mumbai,7336,2022-06-23 05:15
Brazil,Belo Horizonte,52060,2022-04-07 9:30
Brazil,Brasilia,21837,2022-01-23 10:33
Mexico,Mexico City,26988,2022-04-07 9:30
Italy,Turin,2385,2022-05-18 02:33
South Korea,Daegu,5840,2022-05-18 02:33
Japan,Sapporo,2028,2022-01-23 10:33
France,Paris,71795,2022-04-07 9:30
Mexico,Ecatepec de Morelos,10134,2022-05-18 02:33
Germany,Munich,12779,2022-05-18 02:33
Germany,Berlin,1946,2022-06-23 05:15
Germany,Frankfurt am Main,36358,2022-04-07 9:30
Japan,Sapporo,50310,2022-05-18 02:33
France,Paris,16776,2022-05-18 02:33
South Korea,Seoul,12936,2022-01-23 10:33
Mexico,Ecatepec de Morelos,12127,2022-06-23 05:15
India,Chennai,40986,2022-06-23 05:15
United States,Philadelphia,6507,2022-06-23 05:15
United States,Philadelphia,523,2022-05-18 02:33
Italy,Rome,8640,2022-01-23 10:33
Brazil,Belo Horizonte,2868,2022-04-07 9:30
Mexico,Mexico City,22368,2022-01-23 10:33
United States,Houston,55016,2022-05-18 02:33
United States,Undefined,7146,2022-06-23 05:15
Mexico,Guadalajara,56463,2022-04-07 9:30
United States,San Francisco,50004,2022-06-23 05:15
United States,New York City,749,2022-05-18 02:33
Mexico,Puebla,852,2022-05-18 02:33
France,Nice,24661,2022-01-23 10:33
Italy,Turin,7512,2022-05-18 02:33
Germany,Berlin,52000,2022-04-07 9:30
Mexico,Ecatepec de Morelos,46864,2022-04-07 9:30
China,Shanghai,30464,2022-05-18 02:33
Mexico,Mexico City,31262,2022-06-23 05:15
France,Lyon,81396,2022-04-07 9:30
South Korea,Incheon,28160,2022-01-23 10:33
Italy,Rome,91179,2022-04-07 9:30
Germany,Hamburg,35282,2022-01-23 10:33
Germany,Frankfurt am Main,15370,2022-04-07 9:30
Italy,Milan,7240,2022-05-18 02:33
United States,San Francisco,23232,2022-04-07 9:30
Brazil,Sao Paulo,47600,2022-05-18 02:33
Italy,Milan,1765,2022-05-18 02:33
South Korea,Busan,28800,2022-06-23 05:15
United States,Undefined,3486,2022-06-23 05:15
Italy,Turin,934,2022-05-18 02:33
China,Shanghai,30368,2022-06-23 05:15
Italy,Rome,14364,2022-05-18 02:33
Brazil,Brasilia,13224,2022-04-07 9:30
India,Mumbai,33768,2022-06-23 05:15
United States,Chicago,2895,2022-05-18 02:33
China,Guangzhou,7138,2022-04-07 9:30
Japan,Tokyo,24435,2022-05-18 02:33
United States,San Jose,94300,2022-04-07 9:30
Italy,Milan,4023,2022-06-23 05:15
United States,New York City,13275,2022-05-18 02:33
South Korea,Busan,56200,2022-01-23 10:33
United States,Los Angeles,50922,2022-06-23 05:15
Italy,Rome,6460,2022-04-07 9:30
Italy,Turin,27540,2022-05-18 02:33
India,Bengaluru,1832,2022-04-07 9:30
Brazil,Sao Paulo,819,2022-01-23 10:33
Japan,Sapporo,6851,2022-05-18 02:33
United States,Los Angeles,9660,2022-05-18 02:33
Italy,Milan,19635,2022-04-07 9:30
India,Chennai,61090,2022-04-07 9:30
Germany,Munich,14940,2022-05-18 02:33
United States,New York City,44580,2022-04-07 9:30
South Korea,Busan,11904,2022-06-23 05:15
France,Lyon,5452,2022-06-23 05:15
France,Nice,58960,2022-06-23 05:15
United States,Los Angeles,64703,2022-06-23 05:15
United States,Philadelphia,90334,2022-05-18 02:33
Germany,Berlin,29432,2022-01-23 10:33
Brazil,Belo Horizonte,23256,2022-01-23 10:33
China,Tianjin,73620,2022-06-23 05:15
Mexico,Ecatepec de Morelos,28016,2022-01-23 10:33
Japan,Osaka,10854,2022-06-23 05:15
Germany,Hamburg,14649,2022-04-07 9:30
United States,Houston,70132,2022-01-23 10:33
France,Paris,2112,2022-06-23 05:15
United States,Houston,19180,2022-04-07 9:30
United States,San Jose,93100,2022-04-07 9:30
Italy,Milan,9540,2022-04-07 9:30
China,Guangzhou,58330,2022-05-18 02:33
United States,San Francisco,916,2022-06-23 05:15
Italy,Rome,28509,2022-04-07 9:30
United States,Chicago,22069,2022-04-07 9:30
South Korea,Incheon,37746,2022-01-23 10:33
India,Kolkata,1134,2022-04-07 9:30
Mexico,Guadalajara,1466,2022-06-23 05:15
South Korea,Busan,5298,2022-01-23 10:33
India,Bengaluru,31860,2022-01-23 10:33
Germany,Frankfurt am Main,11564,2022-04-07 9:30
France,Nice,79056,2022-06-23 05:15
Mexico,Iztapalapa,66542,2022-05-18 02:33
United States,Philadelphia,5420,2022-04-07 9:30
Brazil,Brasilia,4514,2022-05-18 02:33
France,Nantes,27846,2022-05-18 02:33
China,Beijing,5824,2022-04-07 9:30
China,Guangzhou,3080,2022-05-18 02:33
France,Nice,36,2022-06-23 05:15
South Korea,Seoul,38212,2022-04-07 9:30
Brazil,Sao Paulo,18620,2022-05-18 02:33
France,Paris,31211,2022-05-18 02:33
Mexico,Ecatepec de Morelos,4216,2022-04-07 9:30
Japan,Kyoto,16745,2022-04-07 9:30
India,Mumbai,47904,2022-04-07 9:30
Germany,Munich,24302,2022-05-18 02:33
Germany,Munich,11115,2022-01-23 10:33
United States,Chicago,37008,2022-01-23 10:33
South Korea,Daegu,19468,2022-06-23 05:15
China,Beijing,25549,2022-01-23 10:33
China,Beijing,40678,2022-05-18 02:33
Italy,Rome,19552,2022-01-23 10:33
Mexico,Ecatepec de Morelos,23376,2022-06-23 05:15
Brazil,Belo Horizonte,24290,2022-05-18 02:33
Mexico,Guadalajara,6552,2022-05-18 02:33
Germany,Hamburg,34892,2022-06-23 05:15
Germany,Koeln,4700,2022-01-23 10:33
United States,New York City,6660,2022-01-23 10:33
India,Mumbai,16269,2022-05-18 02:33
Italy,Rome,13370,2022-01-23 10:33
United States,San Jose,17752,2022-01-23 10:33
Mexico,Ecatepec de Morelos,42344,2022-01-23 10:33
Mexico,Puebla,10660,2022-06-23 05:15
United States,New York City,32382,2022-05-18 02:33
France,Nice,43776,2022-04-07 9:30
Mexico,Ecatepec de Morelos,61523,2022-05-18 02:33
South Korea,Seoul,5734,2022-06-23 05:15
Germany,Munich,67947,2022-05-18 02:33
Mexico,Puebla,31668,2022-05-18 02:33
South Korea,Seoul,77520,2022-04-07 9:30
United States,Los Angeles,35424,2022-05-18 02:33
India,Bengaluru,18108,2022-05-18 02:33
France,Nantes,19844,2022-05-18 02:33
China,Beijing,48195,2022-04-07 9:30
China,Shanghai,93860,2022-05-18 02:33
Japan,Osaka,16240,2022-04-07 9:30
Germany,Hamburg,24111,2022-06-23 05:15
Japan,Kyoto,6994,2022-05-18 02:33
United States,Undefined,88110,2022-04-07 9:30
China,Guangzhou,29174,2022-01-23 10:33
Mexico,Puebla,34804,2022-04-07 9:30
Italy,Milan,1534,2022-04-07 9:30
Germany,Koeln,10857,2022-05-18 02:33
Germany,Berlin,86268,2022-04-07 9:30
France,Lyon,5125,2022-06-23 05:15
Italy,Rome,26100,2022-06-23 05:15
France,Paris,8375,2022-01-23 10:33
India,Mumbai,2744,2022-04-07 9:30
China,Beijing,17328,2022-01-23 10:33
United States,New York City,5628,2022-04-07 9:30
China,Guangzhou,720,2022-06-23 05:15
Germany,Frankfurt am Main,16960,2022-06-23 05:15
United States,San Francisco,44850,2022-05-18 02:33
China,Shanghai,1800,2022-06-23 05:15
India,Delhi,9751,2022-01-23 10:33
Brazil,Fortaleza,10092,2022-04-07 9:30
Germany,Munich,34018,2022-01-23 10:33
India,Bengaluru,31407,2022-05-18 02:33
Germany,Berlin,3992,2022-05-18 02:33
Mexico,Iztapalapa,4230,2022-01-23 10:33
Mexico,Ecatepec de Morelos,14364,2022-05-18 02:33
Mexico,Iztapalapa,21200,2022-04-07 9:30
France,Toulouse,21672,2022-06-23 05:15
China,Guangzhou,48438,2022-05-18 02:33
United States,Los Angeles,94644,2022-01-23 10:33
Germany,Berlin,420,2022-01-23 10:33
Japan,Kyoto,31248,2022-01-23 10:33
India,Chennai,40020,2022-01-23 10:33
Italy,Turin,30528,2022-05-18 02:33
China,Tianjin,3175,2022-01-23 10:33
United States,Houston,18198,2022-06-23 05:15
South Korea,Incheon,32776,2022-06-23 05:15
China,Guangzhou,41748,2022-06-23 05:15
Mexico,Ecatepec de Morelos,1425,2022-05-18 02:33
Japan,Kyoto,15257,2022-06-23 05:15
South Korea,Busan,6448,2022-06-23 05:15
Mexico,Mexico City,1824,2022-06-23 05:15
Brazil,Brasilia,25662,2022-06-23 05:15
India,Mumbai,33540,2022-05-18 02:33
United States,Philadelphia,4214,2022-04-07 9:30
France,Lyon,24672,2022-06-23 05:15
Mexico,Guadalajara,35372,2022-06-23 05:15
Japan,Sapporo,3480,2022-04-07 9:30
United States,San Jose,30450,2022-01-23 10:33
Italy,Turin,45520,2022-06-23 05:15
United States,Chicago,26352,2022-06-23 05:15
France,Nantes,56034,2022-05-18 02:33
United States,Philadelphia,10614,2022-06-23 05:15
Brazil,Brasilia,2303,2022-06-23 05:15
Germany,Berlin,32860,2022-04-07 9:30
Japan,Sapporo,8932,2022-06-23 05:15
China,Guangzhou,8268,2022-05-18 02:33
India,Chennai,1000,2022-04-07 9:30
Brazil,Brasilia,25950,2022-01-23 10:33
Brazil,Fortaleza,5868,2022-01-23 10:33
Brazil,Belo Horizonte,37480,2022-01-23 10:33
United States,Los Angeles,768,2022-05-18 02:33
United States,San Francisco,53592,2022-05-18 02:33
Japan,Tokyo,14338,2022-01-23 10:33
Mexico,Guadalajara,5084,2022-05-18 02:33
Mexico,Puebla,4072,2022-06-23 05:15
United States,Washington,45674,2022-04-07 9:30
South Korea,Busan,43344,2022-04-07 9:30
France,Nantes,861,2022-06-23 05:15
France,Toulouse,1620,2022-05-18 02:33
Brazil,Brasilia,5624,2022-04-07 9:30
Italy,Turin,42126,2022-04-07 9:30
United States,Washington,8450,2022-01-23 10:33
Brazil,Brasilia,26277,2022-01-23 10:33
Italy,Naples,12532,2022-04-07 9:30
India,Bengaluru,66605,2022-04-07 9:30
China,Tianjin,2211,2022-04-07 9:30
France,Paris,16428,2022-05-18 02:33
Germany,Koeln,63812,2022-01-23 10:33
United States,Chicago,22652,2022-04-07 9:30
Italy,Naples,39284,2022-06-23 05:15
Brazil,Brasilia,19916,2022-04-07 9:30
Germany,Koeln,48888,2022-05-18 02:33
Italy,Milan,29547,2022-05-18 02:33
United States,Philadelphia,819,2022-05-18 02:33
France,Toulouse,24012,2022-05-18 02:33
Japan,Tokyo,9940,2022-06-23 05:15
Brazil,Fortaleza,2332,2022-05-18 02:33
India,Chennai,19520,2022-06-23 05:15
France,Nantes,54,2022-05-18 02:33
United States,New York City,5865,2022-01-23 10:33
United States,Undefined,35910,2022-04-07 9:30
Germany,Hamburg,7304,2022-05-18 02:33
India,Delhi,7668,2022-05-18 02:33
Brazil,Belo Horizonte,6084,2022-04-07 9:30
South Korea,Seoul,31,2022-01-23 10:33
United States,Washington,40392,2022-01-23 10:33
Italy,Rome,2970,2022-04-07 9:30
Italy,Turin,12,2022-05-18 02:33
Mexico,Guadalajara,73381,2022-01-23 10:33
United States,San Jose,33605,2022-01-23 10:33
Mexico,Mexico City,22631,2022-01-23 10:33
Germany,Munich,1456,2022-04-07 9:30
Mexico,Ecatepec de Morelos,17534,2022-04-07 9:30
Italy,Naples,323,2022-06-23 05:15
United States,San Jose,14716,2022-04-07 9:30
Japan,Tokyo,23050,2022-01-23 10:33
Italy,Rome,43692,2022-04-07 9:30
Mexico,Guadalajara,11248,2022-04-07 9:30
India,Delhi,56064,2022-04-07 9:30
India,Kolkata,13365,2022-06-23 05:15
India,Chennai,68208,2022-06-23 05:15
United States,San Jose,97600,2022-05-18 02:33
Brazil,Fortaleza,5420,2022-05-18 02:33
South Korea,Daegu,43407,2022-04-07 9:30
Germany,Berlin,6328,2022-06-23 05:15
Japan,Kyoto,47002,2022-01-23 10:33
Brazil,Sao Paulo,39144,2022-05-18 02:33
France,Lyon,43056,2022-06-23 05:15
China,Shanghai,45786,2022-01-23 10:33
India,Mumbai,19517,2022-06-23 05:15
China,Guangzhou,34425,2022-01-23 10:33
France,Nice,16224,2022-04-07 9:30
United States,Washington,67473,2022-05-18 02:33
South Korea,Incheon,3828,2022-06-23 05:15
Mexico,Ecatepec de Morelos,32062,2022-04-07 9:30
Brazil,Sao Paulo,5496,2022-05-18 02:33
China,Shanghai,48174,2022-05-18 02:33
United States,Chicago,37910,2022-04-07 9:30
China,Shanghai,90489,2022-06-23 05:15
Japan,Tokyo,14454,2022-01-23 10:33
United States,Washington,10257,2022-05-18 02:33
France,Nice,24679,2022-04-07 9:30
United States,Philadelphia,23595,2022-05-18 02:33
South Korea,Incheon,28487,2022-05-18 02:33
South Korea,Seoul,29097,2022-05-18 02:33
United States,Houston,40279,2022-04-07 9:30
United States,San Francisco,22620,2022-01-23 10:33
Mexico,Guadalajara,45236,2022-06-23 05:15
Brazil,Sao Paulo,22557,2022-06-23 05:15
South Korea,Incheon,60788,2022-06-23 05:15
Italy,Naples,57834,2022-06-23 05:15
United States,San Jose,21812,2022-05-18 02:33
Brazil,Brasilia,36540,2022-05-18 02:33
United States,Undefined,33705,2022-05-18 02:33
India,Chennai,30225,2022-04-07 9:30
Mexico,Ecatepec de Morelos,28620,2022-06-23 05:15
United States,Washington,10692,2022-01-23 10:33
Japan,Sapporo,25220,2022-05-18 02:33
Japan,Sapporo,59787,2022-04-07 9:30
India,Mumbai,15824,2022-01-23 10:33
France,Nantes,15120,2022-05-18 02:33
India,Chennai,884,2022-04-07 9:30
Japan,Tokyo,32984,2022-06-23 05:15
Germany,Hamburg,15314,2022-01-23 10:33
Germany,Munich,19224,2022-06-23 05:15
Japan,Kyoto,31208,2022-04-07 9:30
United States,Chicago,24345,2022-04-07 9:30
United States,San Jose,20440,2022-04-07 9:30
United States,Washington,2720,2022-05-18 02:33
Italy,Naples,37280,2022-06-23 05:15
France,Toulouse,47950,2022-05-18 02:33
France,Paris,655,2022-04-07 9:30
Japan,Tokyo,13746,2022-01-23 10:33
Mexico,Puebla,3685,2022-04-07 9:30
United States,Los Angeles,71700,2022-05-18 02:33
Brazil,Fortaleza,8853,2022-04-07 9:30
Germany,Frankfurt am Main,32178,2022-06-23 05:15
Brazil,Sao Paulo,34000,2022-04-07 9:30
Brazil,Belo Horizonte,1503,2022-04-07 9:30
United States,Houston,52776,2022-06-23 05:15
India,Delhi,35424,2022-04-07 9:30
Italy,Milan,630,2022-06-23 05:15
United States,Undefined,19290,2022-04-07 9:30
Mexico,Iztapalapa,2380,2022-01-23 10:33
United States,Chicago,7520,2022-05-18 02:33
Germany,Hamburg,66888,2022-05-18 02:33
India,Mumbai,20254,2022-05-18 02:33
United States,Los Angeles,3180,2022-01-23 10:33
Japan,Tokyo,37434,2022-04-07 9:30
Japan,Osaka,27180,2022-04-07 9:30
France,Lyon,44232,2022-04-07 9:30
India,Kolkata,26688,2022-05-18 02:33
Italy,Milan,36045,2022-05-18 02:33
China,Shanghai,27056,2022-01-23 10:33
United States,Philadelphia,33516,2022-04-07 9:30
United States,Houston,18720,2022-05-18 02:33
Italy,Naples,49932,2022-04-07 9:30
Germany,Frankfurt am Main,3690,2022-04-07 9:30
Brazil,Fortaleza,39538,2022-05-18 02:33
Brazil,Brasilia,30753,2022-04-07 9:30
Brazil,Belo Horizonte,5876,2022-01-23 10:33
Mexico,Guadalajara,9588,2022-05-18 02:33
Brazil,Fortaleza,39672,2022-06-23 05:15
Italy,Milan,21042,2022-06-23 05:15
Germany,Hamburg,27200,2022-05-18 02:33
United States,San Jose,73600,2022-06-23 05:15
Mexico,Puebla,6016,2022-06-23 05:15
India,Delhi,12978,2022-01-23 10:33
United States,San Jose,45592,2022-04-07 9:30
South Korea,Seoul,31084,2022-06-23 05:15
South Korea,Incheon,2730,2022-04-07 9:30
China,Tianjin,15930,2022-06-23 05:15
United States,San Jose,2205,2022-05-18 02:33
Japan,Tokyo,79928,2022-04-07 9:30
Brazil,Brasilia,17040,2022-05-18 02:33
China,Guangzhou,4110,2022-05-18 02:33
United States,Houston,15450,2022-06-23 05:15
Brazil,Belo Horizonte,64032,2022-06-23 05:15
United States,Philadelphia,9184,2022-06-23 05:15
Brazil,Brasilia,21632,2022-01-23 10:33
France,Paris,67568,2022-05-18 02:33
Germany,Munich,22480,2022-06-23 05:15
United States,San Francisco,8990,2022-05-18 02:33
France,Nantes,6785,2022-06-23 05:15
Mexico,Ecatepec de Morelos,12025,2022-06-23 05:15
India,Mumbai,19872,2022-04-07 9:30
France,Lyon,60636,2022-06-23 05:15
United States,Los Angeles,24786,2022-01-23 10:33
United States,New York City,8100,2022-04-07 9:30
Brazil,Fortaleza,56265,2022-01-23 10:33
South Korea,Busan,15576,2022-04-07 9:30
Italy,Turin,20244,2022-06-23 05:15
Germany,Koeln,13840,2022-05-18 02:33
France,Nice,30408,2022-04-07 9:30
Brazil,Brasilia,18228,2022-01-23 10:33
United States,San Francisco,14600,2022-06-23 05:15
France,Nantes,368,2022-01-23 10:33
South Korea,Daegu,34128,2022-01-23 10:33
Italy,Naples,2215,2022-01-23 10:33
Germany,Koeln,9882,2022-04-07 9:30
Germany,Koeln,5500,2022-06-23 05:15
Mexico,Mexico City,41440,2022-01-23 10:33
India,Mumbai,84150,2022-04-07 9:30
United States,New York City,15626,2022-05-18 02:33
South Korea,Daegu,43500,2022-05-18 02:33
United States,San Francisco,71500,2022-06-23 05:15
Brazil,Fortaleza,32121,2022-01-23 10:33
Mexico,Mexico City,23141,2022-06-23 05:15
Mexico,Iztapalapa,852,2022-04-07 9:30
Italy,Naples,84900,2022-04-07 9:30
France,Lyon,30970,2022-05-18 02:33
China,Guangzhou,24644,2022-01-23 10:33
Mexico,Mexico City,37072,2022-04-07 9:30
Mexico,Ecatepec de Morelos,1083,2022-04-07 9:30
Germany,Munich,64328,2022-04-07 9:30
India,Bengaluru,6003,2022-05-18 02:33
United States,"",14094,2022-04-07 9:30
Brazil,Fortaleza,634,2022-06-23 05:15
France,Paris,16072,2022-01-23 10:33
France,Lyon,1498,2022-04-07 9:30
Japan,Sapporo,920,2022-01-23 10:33
United States,Chicago,17451,2022-06-23 05:15
South Korea,Daegu,25800,2022-06-23 05:15
United States,Houston,26928,2022-05-18 02:33
Japan,Kyoto,27861,2022-01-23 10:33
Germany,Hamburg,14130,2022-04-07 9:30
Italy,Rome,21672,2022-01-23 10:33
United States,Chicago,13588,2022-05-18 02:33
Brazil,Belo Horizonte,7328,2022-05-18 02:33
United States,San Francisco,2585,2022-01-23 10:33
United States,Houston,16368,2022-01-23 10:33
Japan,Osaka,1962,2022-01-23 10:33
United States,Los Angeles,30272,2022-05-18 02:33
United States,Chicago,16362,2022-06-23 05:15
Germany,Hamburg,1008,2022-05-18 02:33
South Korea,Seoul,50482,2022-04-07 9:30
France,Paris,25662,2022-06-23 05:15
France,Nice,51510,2022-06-23 05:15
United States,San Francisco,49504,2022-04-07 9:30
Germany,Koeln,57017,2022-01-23 10:33
Mexico,Puebla,29230,2022-01-23 10:33
South Korea,Daegu,30566,2022-06-23 05:15
China,Guangzhou,3800,2022-01-23 10:33
United States,Undefined,40083,2022-01-23 10:33
China,Beijing,56508,2022-06-23 05:15
Brazil,Fortaleza,16000,2022-01-23 10:33
South Korea,Busan,37080,2022-05-18 02:33
Brazil,Sao Paulo,6375,2022-04-07 9:30
United States,New York City,2964,2022-04-07 9:30
United States,Philadelphia,16849,2022-05-18 02:33
Brazil,Brasilia,22116,2022-04-07 9:30
Mexico,Guadalajara,14070,2022-05-18 02:33
Mexico,Iztapalapa,45000,2022-05-18 02:33
India,Bengaluru,22360,2022-05-18 02:33
United States,Philadelphia,61028,2022-01-23 10:33
India,Delhi,28200,2022-04-07 9:30
United States,San Jose,8294,2022-05-18 02:33
United States,Philadelphia,3857,2022-04-07 9:30
China,Guangzhou,81008,2022-06-23 05:15
Mexico,Iztapalapa,44820,2022-05-18 02:33
France,Toulouse,17908,2022-01-23 10:33
China,Beijing,53130,2022-04-07 9:30
United States,Undefined,6384,2022-04-07 9:30
China,Tianjin,10810,2022-06-23 05:15
India,Chennai,32994,2022-05-18 02:33
France,Paris,26102,2022-05-18 02:33
Italy,Naples,37254,2022-04-07 9:30
South Korea,Busan,14352,2022-01-23 10:33
United States,Houston,45684,2022-04-07 9:30
United States,Washington,3840,2022-06-23 05:15
Italy,Rome,59840,2022-06-23 05:15
China,Tianjin,81310,2022-01-23 10:33
Brazil,Sao Paulo,7520,2022-01-23 10:33
Brazil,Brasilia,4506,2022-04-07 9:30
China,Guangzhou,24102,2022-04-07 9:30
Brazil,Belo Horizonte,23084,2022-06-23 05:15
Brazil,Brasilia,9690,2022-06-23 05:15
United States,Philadelphia,11904,2022-04-07 9:30
United States,Houston,35496,2022-04-07 9:30
United States,Washington,20,2022-05-18 02:33
Italy,Milan,46851,2022-05-18 02:33
Brazil,Brasilia,28740,2022-05-18 02:33
United States,Houston,13892,2022-04-07 9:30
Japan,Kyoto,3222,2022-05-18 02:33
Japan,Tokyo,51597,2022-05-18 02:33
China,Beijing,79336,2022-06-23 05:15
France,Nice,2493,2022-01-23 10:33
France,Lyon,9030,2022-04-07 9:30
United States,Los Angeles,8055,2022-01-23 10:33
